Raw Channel One;Raw Channel Two;Raw Channel Three;Raw Channel Four;Raw Channel Z;Raw EMG;Raw EMG Reference;Raw Ground One;Raw Ground Two;Raw Blink Channel;Timestamp;Movement;Threshold
14842607;3018665;8124257;12873460;-5023909;875854;-9255076;0;0;-3133392;613962;0;9975
14837934;3014612;8120490;12869073;-5024052;626039;-9204293;0;0;-3138780;613964;0;9975
14839603;3017330;8121300;12872220;-5017996;490188;-9233142;0;0;-3131056;613966;0;9975
14845849;3020668;8122397;12878419;-5016327;604057;-9302807;0;0;-3116989;613968;0;9975
14849473;3023052;8125353;12886573;-5022001;893879;-9390546;0;0;-3105450;613970;0;9975
14853431;3023290;8126927;12890245;-5031824;1243734;-9354211;0;0;-3100681;613972;0;9975
14856721;3023767;8129263;12893487;-5037928;1464510;-9378529;0;0;-3098917;613974;0;9975
14859821;3028345;8130837;12896443;-5037832;1566457;-9433795;0;0;-3103065;613976;0;9975
14854862;3026962;8130742;12887288;-5031824;1441908;-9460402;0;0;-3117895;613978;0;9975
14853908;3028011;8132458;12881900;-5019903;1164484;-9397841;0;0;-3125954;613980;0;9975
14853050;3028154;8132267;12881852;-5013418;860548;-9328318;0;0;-3129196;613982;0;9975
14850904;3026533;8129502;12878371;-5011892;613880;-9299613;0;0;-3126907;613984;0;9975
14849855;3027487;8127070;12879802;-5006123;498199;-9290028;0;0;-3118753;613986;0;9975
14853669;3030062;8127499;12887193;-5008364;622224;-9321976;0;0;-3107118;613988;0;9975
14855911;3029775;8126355;12891484;-5017567;918293;-9356118;0;0;-3098822;613990;0;9975
14858295;3030348;8127022;12894488;-5024767;1235866;-9374810;0;0;-3092241;613992;0;9975
14853574;3024959;8123398;12891961;-5037403;1503515;-9320593;0;0;-3094005;613994;0;9975
14849473;3023577;8120203;12889529;-5043745;1675319;-9216262;0;0;-3099394;613996;0;9975
14846469;3023767;8119202;12884236;-5038548;1568699;-9148408;0;0;-3110695;613998;0;9975
14842941;3021765;8117486;12875701;-5030203;1207924;-9186125;0;0;-3120851;614000;0;9975
14839364;3018570;8117247;12872077;-5023766;859594;-9321309;0;0;-3125143;614002;0;9975
14839603;3017759;8117819;12871696;-5019283;610780;-9388352;0;0;-3124332;614004;0;9975
14839746;3021955;8115769;12873746;-5014038;512123;-9262038;0;0;-3119326;614006;0;9975
14843656;3026628;8116818;12881471;-5016613;631284;-9252406;0;0;-3107977;614008;0;9975
14844085;3025389;8113814;12884999;-5025435;904226;-9433365;0;0;-3101635;614010;0;9975
14844037;3021908;8112002;12886716;-5037403;1238775;-9440756;0;0;-3100729;614012;0;9975
14850379;3025389;8117867;12894202;-5041790;1489401;-9471751;0;0;-3093672;614014;0;9975
14855720;3031397;8124638;12898112;-5038452;1609230;-9467793;0;0;-3090429;614016;0;9975
14848138;3027868;8121062;12888814;-5037785;1477623;-9405614;0;0;-3106546;614018;0;9975
14841939;3021955;8119393;12878848;-5030632;1168775;-9427310;0;0;-3118896;614020;0;9975
14841796;3022575;8120394;12876178;-5022097;846195;-9408188;0;0;-3121233;614022;0;9975
14840747;3021908;8120251;12874986;-5017948;608348;-9322358;0;0;-3121567;614024;0;9975
14839078;3021431;8116150;12872649;-5015802;505304;-9297133;0;0;-3120088;614026;0;9975
14846231;3027010;8119965;12884093;-5016422;609064;-9314776;0;0;-3109598;614028;0;9975
14850522;3031969;8122206;12894584;-5019856;898790;-9397269;0;0;-3098202;614030;0;9975
14853860;3032160;8122492;12897206;-5027866;1225376;-9410096;0;0;-3090715;614032;0;9975
14858152;3032398;8127165;12902881;-5034065;1482153;-9380532;0;0;-3087711;614034;0;9975
14862443;3036928;8134127;12903596;-5031967;1617574;-9352399;0;0;-3087568;614036;0;9975
14859630;3036499;8134127;12897016;-5023527;1489687;-9320117;0;0;-3097772;614038;0;9975
14850999;3029919;8129120;12886716;-5019760;1166248;-9355689;0;0;-3114271;614040;0;9975
14846422;3025579;8125401;12879802;-5015707;825786;-9396601;0;0;-3122043;614042;0;9975
14843656;3024387;8122683;12876559;-5012798;577354;-9370995;0;0;-3124761;614044;0;9975
14842702;3024244;8121062;12876893;-5011654;458288;-9345151;0;0;-3125000;614046;0;9975
14849473;3027487;8123684;12884284;-5013323;590419;-9344912;0;0;-3114891;614048;0;9975
14855577;3030014;8126641;12891818;-5016947;888300;-9395075;0;0;-3102159;614050;0;9975
14860870;3032970;8128691;12897874;-5022001;1204395;-9433127;0;0;-3094911;614052;0;9975
14862491;3032637;8130026;12899924;-5030584;1443910;-9407807;0;0;-3096151;614054;0;9975
14858676;3028345;8128930;12896396;-5037022;1571655;-9406186;0;0;-3101778;614056;0;9975
14854003;3027963;8128787;12888290;-5030108;1452255;-9358836;0;0;-3108454;614058;0;9975
14848520;3026771;8126641;12882186;-5020380;1143503;-9349061;0;0;-3117847;614060;0;9975
14846612;3027582;8127642;12882234;-5013704;814533;-9369803;0;0;-3122520;614062;0;9975
14851047;3033304;8131743;12884332;-5004740;571203;-9346438;0;0;-3120279;614064;0;9975
14849569;3031540;8129931;12882901;-5001354;448751;-9324408;0;0;-3120184;614066;0;9975
14848758;3026247;8125973;12883140;-5009937;574207;-9338284;0;0;-3114176;614068;0;9975
14850189;3025007;8122635;12885524;-5019474;873756;-9389449;0;0;-3107214;614070;0;9975
14852334;3025484;8123112;12888862;-5028391;1182842;-9435416;0;0;-3102112;614072;0;9975
14854099;3024006;8124400;12889911;-5035496;1429701;-9452487;0;0;-3099871;614074;0;9975
14850713;3020382;8123541;12886191;-5039930;1552248;-9449149;0;0;-3106975;614076;0;9975
14844896;3017378;8121634;12879087;-5037975;1420688;-9415103;0;0;-3120422;614078;0;9975
14841844;3019142;8122159;12874414;-5028248;1134204;-9357167;0;0;-3128099;614080;0;9975
14847661;3024292;8127928;12877751;-5013323;833654;-9313775;0;0;-3124618;614082;0;9975
14849759;3028345;8131314;12880183;-5005694;578641;-9318400;0;0;-3122282;614084;0;9975
14851905;3032732;8132697;12884046;-4999876;457000;-9322644;0;0;-3117180;614086;0;9975
14854623;3033304;8132029;12888623;-5004644;582552;-9361363;0;0;-3109169;614088;0;9975
14857055;3033590;8128882;12891103;-5010796;893974;-9380437;0;0;-3102159;614090;0;9975
14855529;3028679;8124781;12892247;-5024529;1212549;-9388257;0;0;-3103590;614092;0;9975
14856578;3026295;8127499;12892724;-5035353;1465940;-9375144;0;0;-3104544;614094;0;9975
14854814;3025913;8128691;12891484;-5037594;1593208;-9340382;0;0;-3111076;614096;0;9975
14851047;3026104;8127642;12885047;-5031920;1466226;-9274197;0;0;-3122139;614098;0;9975
14847995;3025627;8127404;12877704;-5021858;1162719;-9318400;0;0;-3130579;614100;0;9975
14840604;3018188;8121253;12869550;-5021286;834512;-9333611;0;0;-3137064;614102;0;9975
14836932;3014564;8119059;12866403;-5021381;583982;-9284068;0;0;-3139448;614104;0;9975
14840223;3019476;8121682;12872029;-5014324;466108;-9314681;0;0;-3134966;614106;0;9975
14849807;3027630;8125830;12884999;-5012226;601196;-9341288;0;0;-3121567;614108;0;9975
14857150;3033352;8129502;12895585;-5012703;881576;-9379292;0;0;-3107500;614110;0;9975
14856340;3027582;8127738;12893153;-5025816;1181173;-9420729;0;0;-3106308;614112;0;9975
14858581;3026962;8130217;12895108;-5034065;1422929;-9465647;0;0;-3104544;614114;0;9975
14861776;3030920;8133364;12896777;-5031586;1585483;-9392501;0;0;-3105116;614116;0;9975
14854909;3026867;8131218;12887193;-5028820;1480341;-9274912;0;0;-3117037;614118;0;9975
14846183;3020906;8126545;12874414;-5025530;1169204;-9225512;0;0;-3130722;614120;0;9975
14841415;3018427;8122159;12869264;-5020428;822115;-9365130;0;0;-3135443;614122;0;9975
14840127;3017235;8121253;12869025;-5017758;564336;-9412099;0;0;-3138494;614124;0;9975
14841987;3018761;8123351;12869407;-5012894;465679;-9310341;0;0;-3134727;614126;0;9975
14846612;3020525;8123780;12875796;-5016041;599765;-9410811;0;0;-3124809;614128;0;9975
14850665;3022957;8124638;12882758;-5023527;908899;-9468556;0;0;-3115845;614130;0;9975
14851858;3021431;8123541;12884999;-5034065;1236105;-9474135;0;0;-3113127;614132;0;9975
14853669;3021908;8125401;12888242;-5040407;1475095;-9433222;0;0;-3109646;614134;0;9975
14857913;3026199;8131791;12891627;-5037499;1594352;-9447432;0;0;-3107643;614136;0;9975
14847614;3020429;8126021;12878038;-5035257;1463318;-9445096;0;0;-3121948;614138;0;9975
14837457;3013325;8118010;12865926;-5032158;1179552;-9317923;0;0;-3136825;614140;0;9975
14838315;3014612;8119822;12864162;-5023337;894117;-9208060;0;0;-3139067;614142;0;9975
14839555;3016043;8122397;12862254;-5017471;656700;-9193564;0;0;-3140020;614144;0;9975
14837362;3014898;8119297;12861682;-5015230;508642;-9289265;0;0;-3139830;614146;0;9975
14838983;3013611;8117819;12865163;-5020952;603818;-9441376;0;0;-3131103;614148;0;9975
14844037;3014517;8119965;12871982;-5026293;902414;-9455872;0;0;-3119755;614150;0;9975
14851142;3019523;8125496;12880756;-5029726;1208448;-9459592;0;0;-3111935;614152;0;9975
14850427;3017473;8122397;12880708;-5040407;1455450;-9444285;0;0;-3114653;614154;0;9975
14848996;3016710;8121968;12877799;-5044651;1581382;-9422684;0;0;-3120279;614156;0;9975
14838268;3011513;8116627;12867213;-5042839;1447582;-9394742;0;0;-3133011;614158;0;9975
14836885;3011656;8118058;12862350;-5032253;1180219;-9313203;0;0;-3139925;614160;0;9975
14833976;3010368;8116532;12860490;-5027199;892686;-9246207;0;0;-3145313;614162;0;9975
14830829;3009891;8113099;12858344;-5025673;655984;-9250165;0;0;-3150606;614164;0;9975
14833356;3013468;8115960;12860395;-5017853;545311;-9236432;0;0;-3143263;614166;0;9975
14837743;3014421;8116913;12867452;-5020189;662756;-9310580;0;0;-3130722;614168;0;9975
14848567;3022146;8124495;12881423;-5020952;953674;-9352732;0;0;-3116321;614170;0;9975
14854957;3026581;8128453;12889911;-5026865;1269531;-9318638;0;0;-3108024;614172;0;9975
14854146;3026295;8124066;12890340;-5034542;1509618;-9357691;0;0;-3106689;614174;0;9975
14854051;3025961;8124638;12887908;-5033541;1617002;-9422494;0;0;-3109407;614176;0;9975
14852096;3025627;8126975;12883855;-5028391;1457882;-9387541;0;0;-3119278;614178;0;9975
14849330;3027058;8127070;12879087;-5019236;1151704;-9379626;0;0;-3125858;614180;0;9975
14849807;3028917;8128310;12879993;-5011320;827264;-9354449;0;0;-3127098;614182;0;9975
14845611;3027296;8125830;12876226;-5008173;557470;-9364987;0;0;-3128195;614184;0;9975
14840843;3024149;8119297;12872649;-5007982;442981;-9360028;0;0;-3126955;614186;0;9975
14843036;3023863;8117199;12876988;-5013752;580501;-9378482;0;0;-3119707;614188;0;9975
14849140;3026867;8121443;12886239;-5018330;888013;-9396411;0;0;-3109360;614190;0;9975
14851667;3028440;8122731;12890769;-5027390;1208353;-9399892;0;0;-3103113;614192;0;9975
14852001;3026438;8121634;12891913;-5037356;1464033;-9388734;0;0;-3102350;614194;0;9975
14851238;3025770;8122254;12889863;-5038452;1584243;-9393502;0;0;-3105497;614196;0;9975
14845325;3024053;8121634;12881328;-5034065;1466274;-9334899;0;0;-3117370;614198;0;9975
14831592;3013897;8112574;12866069;-5033445;1173925;-9288121;0;0;-3135300;614200;0;9975
14829542;3012466;8111859;12863351;-5029392;856351;-9265614;0;0;-3140354;614202;0;9975
14832164;3014135;8115054;12864781;-5024767;603246;-9249592;0;0;-3140640;614204;0;9975
14835502;3017092;8116866;12866880;-5017614;486803;-9237958;0;0;-3133631;614206;0;9975
14840604;3019953;8117581;12873460;-5017471;609827;-9289313;0;0;-3120994;614208;0;9975
14844085;3020716;8118201;12878324;-5023384;904798;-9368468;0;0;-3113127;614210;0;9975
14848472;3022098;8118725;12884046;-5030966;1235962;-9386588;0;0;-3114176;614212;0;9975
14850952;3021860;8118868;12886335;-5038643;1483059;-9391022;0;0;-3121662;614214;0;9975
14846517;3018188;8116246;12881805;-5045128;1588201;-9434033;0;0;-3133392;614216;0;9975
14841558;3016996;8115817;12875749;-5040264;1457929;-9410668;0;0;-3137112;614218;0;9975
14837886;3015327;8115626;12867356;-5030727;1175117;-9321261;0;0;-3128958;614220;0;9975
14831163;3008222;8111334;12859632;-5029726;839567;-9269286;0;0;-3123093;614222;0;9975
14826967;3004455;8107758;12856389;-5031347;566768;-9292079;0;0;-3120804;614224;0;9975
14827205;3007603;8106328;12856628;-5027771;492477;-9218789;0;0;-3113460;614226;0;9975
14836599;3012228;8111907;12866450;-5026674;631904;-9252835;0;0;-3100109;614228;0;9975
14844562;3016329;8115292;12874271;-5029488;911426;-9390307;0;0;-3091144;614230;0;9975
14840127;3009462;8109665;12870837;-5044031;1189756;-9548617;0;0;-3094292;614232;0;9975
14842798;3010750;8111430;12875033;-5052424;1396465;-9641314;0;0;-3090811;614234;0;9975
14845039;3015184;8114386;12875606;-5049324;1527023;-9564496;0;0;-3090668;614236;0;9975
14838172;3009987;8112574;12865592;-5044556;1417684;-9433318;0;0;-3102779;614238;0;9975
14836217;3009128;8114291;12860442;-5034447;1130199;-9324790;0;0;-3108168;614240;0;9975
14835502;3009510;8114768;12858201;-5028868;792408;-9368468;0;0;-3108549;614242;0;9975
14837266;3011370;8118153;12858440;-5023337;543308;-9433556;0;0;-3106308;614244;0;9975
14839603;3015137;8120060;12861301;-5017948;438213;-9391118;0;0;-3102064;614246;0;9975
14843274;3017855;8118678;12867309;-5015802;592041;-9388924;0;0;-3095054;614248;0;9975
14845325;3018904;8118105;12873555;-5022812;898885;-9374810;0;0;-3088283;614250;0;9975
14851858;3023100;8123589;12881518;-5029774;1215410;-9434605;0;0;-3081751;614252;0;9975
14857198;3025818;8127738;12887431;-5034161;1454639;-9471226;0;0;-3081322;614254;0;9975
14855768;3024483;8127451;12884999;-5037642;1559925;-9497357;0;0;-3086185;614256;0;9975
14846469;3018904;8122969;12873078;-5035257;1438236;-9427024;0;0;-3100061;614258;0;9975
14842941;3016043;8123541;12867261;-5027294;1143121;-9315444;0;0;-3109121;614260;0;9975
14840747;3015327;8123017;12864305;-5021668;820112;-9365369;0;0;-3114748;614262;0;9975
14840747;3017425;8122731;12864495;-5017948;549268;-9415913;0;0;-3116035;614264;0;9975
14841987;3019857;8123351;12867166;-5010223;445413;-9365178;0;0;-3111696;614266;0;9975
14843656;3019523;8121539;12871457;-5012608;606536;-9329367;0;0;-3104210;614268;0;9975
14845134;3019571;8119154;12876178;-5021858;909280;-9314681;0;0;-3097010;614270;0;9975
14849044;3021717;8120442;12881089;-5030251;1216459;-9408665;0;0;-3092146;614272;0;9975
14859630;3029966;8130599;12894250;-5029631;1458549;-9462643;0;0;-3083372;614274;0;9975
14862968;3034258;8135367;12898685;-5028439;1563644;-9453488;0;0;-3083420;614276;0;9975
14852287;3028107;8128691;12885047;-5026102;1423740;-9409571;0;0;-3099489;614278;0;9975
14845373;3023529;8124829;12875272;-5020905;1124000;-9367800;0;0;-3112745;614280;0;9975
14848663;3027630;8129740;12878133;-5011129;809478;-9341908;0;0;-3112268;614282;0;9975
14847709;3026724;8129740;12877894;-5007935;560617;-9333897;0;0;-3114033;614284;0;9975
14848567;3028536;8127594;12878896;-5004120;457429;-9318782;0;0;-3110838;614286;0;9975
14852001;3031063;8126641;12884570;-5006361;616741;-9313298;0;0;-3100920;614288;0;9975
14851714;3028917;8125449;12887240;-5017519;922393;-9295512;0;0;-3095245;614290;0;9975
14847184;3022146;8117342;12885238;-5031872;1236248;-9312916;0;0;-3095102;614292;0;9975
14843465;3016615;8113242;12882424;-5044031;1475048;-9415341;0;0;-3097534;614294;0;9975
14842655;3017378;8112622;12877513;-5044890;1580810;-9421778;0;0;-3101683;614296;0;9975
14841987;3016853;8114481;12873317;-5039692;1431989;-9395981;0;0;-3109741;614298;0;9975
14840652;3019047;8118058;12870265;-5027390;1142072;-9328461;0;0;-3114319;614300;0;9975
14837266;3019523;8116198;12866450;-5021954;839662;-9284115;0;0;-3118849;614302;0;9975
14838983;3021192;8117915;12868787;-5016279;593710;-9277535;0;0;-3119278;614304;0;9975
14842702;3025389;8120013;12872792;-5006838;488233;-9255219;0;0;-3111172;614306;0;9975
14845992;3027344;8119965;12878944;-5009127;621080;-9291363;0;0;-3101778;614308;0;9975
14853431;3032064;8125782;12887622;-5013990;915289;-9402514;0;0;-3090668;614310;0;9975
14859105;3035402;8128644;12896348;-5017948;1246977;-9419013;0;0;-3081751;614312;0;9975
14860917;3034782;8129788;12896443;-5023527;1508522;-9382821;0;0;-3076649;614314;0;9975
14859773;3034639;8131075;12892295;-5025578;1611805;-9388972;0;0;-3077125;614316;0;9975
14854337;3030968;8130217;12885810;-5020809;1454782;-9402276;0;0;-3089237;614318;0;9975
14844705;3021765;8124304;12872077;-5020571;1150179;-9373475;0;0;-3107166;614320;0;9975
14841892;3019380;8122159;12865926;-5017376;832414;-9336234;0;0;-3114176;614322;0;9975
14839460;3017473;8119250;12861873;-5015802;588750;-9312678;0;0;-3117561;614324;0;9975
14835979;3012085;8114958;12856008;-5018568;495004;-9286452;0;0;-3118849;614326;0;9975
14838649;3009987;8113814;12859107;-5024815;648641;-9251309;0;0;-3111553;614328;0;9975
14840890;3008795;8115817;12863685;-5031681;959539;-9263039;0;0;-3103924;614330;0;9975
14842130;3007793;8115340;12866689;-5042172;1272964;-9311391;0;0;-3101349;614332;0;9975
14847900;3012657;8119441;12873794;-5043125;1521492;-9348679;0;0;-3092575;614334;0;9975
14848520;3013992;8123446;12872649;-5046511;1624298;-9321404;0;0;-3093767;614336;0;9975
14841939;3010559;8120966;12863637;-5044079;1493597;-9263611;0;0;-3106785;614338;0;9975
14836027;3008699;8119154;12856055;-5036879;1179647;-9205485;0;0;-3117609;614340;0;9975
